"map_id","benchmark_id","distances","fscores","precisions","recalls"
"201-spear-video-577761731441","GTSuite-chris-201-spear-video-577761731441_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=192","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0378436259925365,0.0636534169316292,0.0921071916818619,0.138383358716965,0.178010419011116,0.215998068451881,0.250236928462982,0.277852296829224,0.300404280424118,0.320509672164917,0.338158279657364,0.353578597307205,0.379356026649475,0.401313215494156,0.42077448964119,0.453250646591187,0.546599805355072]","[0.253891080617905,0.42928221821785,0.521310865879059,0.65107274055481,0.719886839389801,0.78067821264267,0.855460107326508,0.881967186927795,0.898263394832611,0.911513090133667,0.921086490154266,0.929013848304749,0.943020761013031,0.954651772975922,0.962942600250244,0.974979281425476,0.993457198143005]","[0.0204455647617579,0.0343752689659595,0.0505163036286831,0.0774192810058594,0.10156212747097,0.125338330864906,0.146553128957748,0.16490113735199,0.18036100268364,0.194439634680748,0.20709440112114,0.218338683247566,0.237435504794121,0.254056245088577,0.269203901290894,0.295254647731781,0.377017259597778]"
"201-spear-video-577761731441","GTSuite-chris-201-spear-video-577761731441_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0594678111374378,0.0974364429712296,0.136044442653656,0.186089888215065,0.226376965641975,0.262526661157608,0.292642205953598,0.3172487616539,0.338135033845901,0.356006562709808,0.371578067541122,0.385840207338333,0.411493599414825,0.435141235589981,0.457171142101288,0.493888854980469,0.578913450241089]","[0.243987515568733,0.370223999023438,0.45555716753006,0.550425112247467,0.636315762996674,0.731579065322876,0.792133748531342,0.824786365032196,0.845266401767731,0.857720732688904,0.866113722324371,0.873025059700012,0.886664569377899,0.909013330936432,0.935587227344513,0.975579798221588,0.992774963378906]","[0.0338603481650352,0.0561005584895611,0.0799618437886238,0.111973099410534,0.137678951025009,0.159965008497238,0.179472908377647,0.19639553129673,0.211338847875595,0.224618479609489,0.236525937914848,0.247644275426865,0.267915457487106,0.286031782627106,0.302491128444672,0.330637246370316,0.408585131168365]"
"small-office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=192","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00170509470626712,0.0042953840456903,0.00886597763746977,0.0158497095108032,0.0208921730518341,0.0248091723769903,0.0280622225254774,0.0309011861681938,0.0334943942725658,0.0358230099081993,0.0379142016172409,0.0398212112486362,0.0433375053107738,0.0469139069318771,0.0505701750516891,0.057767391204834,0.0855008363723755]","[0.0426198914647102,0.0808761864900589,0.124169521033764,0.171727985143661,0.205888494849205,0.232255160808563,0.253222495317459,0.271133720874786,0.289978295564651,0.306491434574127,0.321015745401382,0.335595220327377,0.36833792924881,0.412903338670731,0.450734287500381,0.507413804531097,0.808214426040649]","[8.69949406478554E-4,0.00220628059469163,0.00459711020812392,0.00830826163291931,0.0110044134780765,0.0131044872105122,0.0148541843518615,0.0163842514157295,0.0177736859768629,0.0190232321619987,0.0201468430459499,0.0211663916707039,0.0230231694877148,0.0248698014765978,0.0267878193408251,0.030627092346549,0.0451379865407944]"
"201-spear-video-577761731441","GTSuite-chris-201-spear-video-577761731441_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=lite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0287548881024122,0.047468576580286,0.0729302614927292,0.115216314792633,0.15400518476963,0.185346901416779,0.208855882287025,0.227733582258224,0.244768545031548,0.260499328374863,0.27520352602005,0.288994312286377,0.314312636852264,0.337107837200165,0.357827335596085,0.392748415470123,0.503447115421295]","[0.286655783653259,0.41872251033783,0.521361589431763,0.651200771331787,0.728721141815186,0.79494321346283,0.836772441864014,0.857109069824219,0.873113214969635,0.885726273059845,0.896021127700806,0.905825555324554,0.920695781707764,0.932376027107239,0.942270338535309,0.955959439277649,0.98631888628006]","[0.0151366339996457,0.0251604504883289,0.0392073765397072,0.0631990283727646,0.0861006900668144,0.104902885854244,0.11931873857975,0.131311506032944,0.142335414886475,0.152705639600754,0.162567168474197,0.171922162175179,0.189503192901611,0.205749005079269,0.220847025513649,0.247142478823662,0.33798161149025]"
,"GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=192",,,,
"office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=192","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.013325666077435,0.0260036513209343,0.0432110726833344,0.0727782920002937,0.0980669632554054,0.118732482194901,0.138131231069565,0.155797481536865,0.171383634209633,0.186566352844238,0.2025226354599,0.218280732631683,0.246225282549858,0.271632611751556,0.294461935758591,0.332423657178879,0.461959064006805]","[0.0442714728415012,0.0762783065438271,0.121778011322021,0.196285903453827,0.265573740005493,0.310333997011185,0.350097447633743,0.389568299055099,0.41876819729805,0.44967645406723,0.483855158090591,0.515310764312744,0.559394717216492,0.607468068599701,0.648946106433868,0.696906089782715,0.815109968185425]","[0.00784323550760746,0.0156733933836222,0.0262654908001423,0.0446705557405949,0.0601366497576237,0.0734092816710472,0.0860389918088913,0.0973687618970871,0.107738077640533,0.117699325084686,0.128062203526497,0.138467043638229,0.157853290438652,0.174925833940506,0.1904366761446,0.218268856406212,0.322314500808716]"
"small-office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00221316888928413,0.00550695415586233,0.0106515819206834,0.0177950635552406,0.0231532528996468,0.0270484909415245,0.0303174592554569,0.0333758667111397,0.0360415689647198,0.0383259281516075,0.0404108799993992,0.0423611849546432,0.046248197555542,0.0498969815671444,0.053206417709589,0.0596545301377773,0.0836771354079247]","[0.0459500402212143,0.0967735722661018,0.146272361278534,0.199935540556908,0.235529407858849,0.262894451618195,0.286672025918961,0.311113625764847,0.334343284368515,0.351948440074921,0.368261069059372,0.382323920726776,0.414020955562592,0.452744573354721,0.48647865653038,0.542230486869812,0.820734918117523]","[0.00113389117177576,0.00283411564305425,0.00552703067660332,0.00931193120777607,0.0121750487014651,0.0142577132210135,0.0160050485283136,0.0176337976008654,0.0190474204719067,0.0202664360404015,0.0213784109801054,0.0224228054285049,0.0244920402765274,0.0264034532010555,0.0281421709805727,0.0315635278820992,0.0440859347581863]"
"201-spear-video-577761731441","GTSuite-chris-201-spear-video-577761731441_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=ultralite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0519793480634689,0.0904508233070374,0.127882853150368,0.177730903029442,0.211618199944496,0.238822743296623,0.262165874242783,0.282611966133118,0.300751715898514,0.317006915807724,0.331776827573776,0.345414340496063,0.369813740253448,0.390863031148911,0.409495234489441,0.441524058580399,0.537938475608826]","[0.382355511188507,0.513600707054138,0.605737388134003,0.714130997657776,0.757829785346985,0.788865387439728,0.815579175949097,0.836935877799988,0.853899955749512,0.867516696453094,0.879904806613922,0.891228497028351,0.909974932670593,0.925063490867615,0.937708914279938,0.953380703926086,0.983100354671478]","[0.0278850942850113,0.0495922863483429,0.0714876428246498,0.101495392620564,0.122979663312435,0.140710934996605,0.156185671687126,0.170010015368462,0.182518169283867,0.193937703967094,0.204429492354393,0.214219883084297,0.232061833143234,0.247777760028839,0.261942446231842,0.287284851074219,0.370273381471634]"
,"GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128",,,,
"small-office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=lite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00151367206126451,0.00360449310392141,0.00729178683832288,0.0133178029209375,0.0183621570467949,0.022205151617527,0.0254533439874649,0.0284850597381592,0.0311156064271927,0.0335115008056164,0.0356141366064548,0.0375435203313828,0.0410468652844429,0.0441251285374165,0.0470857359468937,0.0527414865791798,0.0779304653406143]","[0.0380752310156822,0.0781444162130356,0.124914214015007,0.180526956915855,0.221959456801414,0.253681868314743,0.280688345432281,0.314219206571579,0.340928912162781,0.360460370779037,0.375470668077469,0.38956281542778,0.421099722385406,0.461887657642365,0.500310659408569,0.565216183662415,0.820330917835236]","[7.72185041569173E-4,0.00184479309245944,0.00375550612807274,0.00691392784938216,0.00957722961902618,0.0116107277572155,0.0133311171084642,0.0149187482893467,0.0163017082959414,0.0175726022571325,0.0186936315149069,0.0197221040725708,0.0215749461203814,0.023169269785285,0.0247054174542427,0.0276613105088472,0.0409083552658558]"
"office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0203649830073118,0.0402558036148548,0.0633188262581825,0.0970369055867195,0.129977658390999,0.158964246511459,0.181167542934418,0.199913531541824,0.21669465303421,0.231935888528824,0.245194315910339,0.257244616746902,0.279885351657867,0.299826443195343,0.318429291248322,0.353693157434464,0.495041221380234]","[0.0580346174538136,0.105489812791348,0.153583139181137,0.232559457421303,0.340256869792938,0.425758421421051,0.482867211103439,0.526939451694489,0.564816057682037,0.597360193729401,0.619843006134033,0.635441660881042,0.661317348480225,0.683970987796783,0.703576385974884,0.737139463424683,0.874739766120911]","[0.0123492311686277,0.0248739570379257,0.0398802757263184,0.0613092966377735,0.0803322270512581,0.0977259650826454,0.111500844359398,0.123356662690639,0.134064629673958,0.143904760479927,0.15282379090786,0.161264508962631,0.177504807710648,0.191994741559029,0.205781653523445,0.232665091753006,0.345200091600418]"
"gg-park-video-583366999542","GTSuite-chris-gg-park-video-583366999542_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=192","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00391117855906487,0.00615419261157513,0.00841588154435158,0.0115874651819468,0.0150647573173046,0.0189012233167887,0.0222522504627705,0.025081655010581,0.0275154709815979,0.0295460466295481,0.0313845202326775,0.0330900587141514,0.0360467098653316,0.0386788584291935,0.0409465283155441,0.0450683161616325,0.0620364509522915]","[0.0431996397674084,0.0718458816409111,0.0997387319803238,0.133590281009674,0.165725752711296,0.201017990708351,0.233706012368202,0.26329630613327,0.292054533958435,0.317005008459091,0.337540447711945,0.35526043176651,0.381823003292084,0.400714546442032,0.415863841772079,0.447668433189392,0.563017785549164]","[0.0020483136177063,0.00321478280238807,0.00439329259097576,0.00605639535933733,0.00789103284478188,0.00991683918982744,0.0116822887212038,0.0131680220365524,0.0144378561526537,0.0154951252043247,0.0164573639631271,0.0173531956970692,0.018916267901659,0.0203201249241829,0.0215333662927151,0.0237285774201155,0.0328267402946949]"
"office-6-scans-video-576721897501","GTSuite-chris-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=lite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0147832706570625,0.0282491259276867,0.0481101498007774,0.0791345313191414,0.105344131588936,0.133078828454018,0.154572919011116,0.172450467944145,0.188481584191322,0.203266695141792,0.21752043068409,0.231378197669983,0.257169902324677,0.280401647090912,0.300840646028519,0.337141573429108,0.468112170696259]","[0.0754480734467506,0.121358431875706,0.17571710050106,0.247622296214104,0.303650170564651,0.39597824215889,0.441089123487473,0.476529568433762,0.50612211227417,0.534628510475159,0.564865529537201,0.59350323677063,0.648571610450745,0.690074801445007,0.719108462333679,0.763384938240051,0.870444655418396]","[0.00819444376975298,0.0159850139170885,0.0278704445809126,0.0470920465886593,0.0637262016534805,0.0799789130687714,0.0937052443623543,0.105273939669132,0.115803614258766,0.125488892197609,0.134694531559944,0.143699914216995,0.160382091999054,0.175947695970535,0.190207123756409,0.216343879699707,0.320139110088348]"
"small-office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=ultralite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0026260802987963,0.00532935652881861,0.00904429983347654,0.0152381556108594,0.0205796491354704,0.0248065032064915,0.0284860227257013,0.0315403901040554,0.0342363156378269,0.0366660319268703,0.0388656258583069,0.0408827736973763,0.0447780899703503,0.0486868321895599,0.0523019693791866,0.0589242577552795,0.0829074531793594]","[0.050799872726202,0.0889844000339508,0.131193891167641,0.186123967170715,0.229001924395561,0.265257894992828,0.300199687480927,0.329662978649139,0.355707198381424,0.379657864570618,0.401404052972794,0.421952694654465,0.46547919511795,0.51244181394577,0.550350427627563,0.607268810272217,0.849546015262604]","[0.00134787918068469,0.00274693686515093,0.00468358909711242,0.00794428121298552,0.0107739344239235,0.0130116660147905,0.0149524305015802,0.0165625009685755,0.0179836060851812,0.0192632023245096,0.0204214584082365,0.0214820802211761,0.0235203467309475,0.0255575198680162,0.0274555906653404,0.0309643894433975,0.0435802303254604]"
"office-6-scans-video-576721897501","GTSuite-chris-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=192","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0182771049439907,0.0314014591276646,0.0475097224116325,0.0723996981978416,0.0932929739356041,0.113076701760292,0.131683632731438,0.148959711194038,0.163864433765411,0.179016977548599,0.192993953824043,0.205839335918427,0.229315415024757,0.251220434904099,0.271687656641006,0.308883875608444,0.436922788619995]","[0.0585375092923641,0.0915809869766235,0.122594855725765,0.169322431087494,0.207690730690956,0.25275993347168,0.307622760534286,0.363463789224625,0.401740074157715,0.433134168386459,0.460037916898727,0.481723338365555,0.519581019878387,0.553417861461639,0.584737956523895,0.639563620090485,0.78509384393692]","[0.0108291376382113,0.0189494378864765,0.0294640231877565,0.0460436269640923,0.0601576492190361,0.0728290379047394,0.0837718620896339,0.0936755463480949,0.102922603487968,0.112823881208897,0.122110791504383,0.13088259100914,0.147124066948891,0.162491127848625,0.176952734589577,0.203609630465508,0.302687764167786]"
"gg-park-video-583362563275","GTSuite-chris-gg-park-video-583362563275_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=192","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0145663106814027,0.0243853777647018,0.0342746414244175,0.0440063700079918,0.0492735281586647,0.0532804764807224,0.0567534677684307,0.0597813241183758,0.0624814219772816,0.064803421497345,0.0668201074004173,0.0687189847230911,0.0721427872776985,0.0752106532454491,0.0779778137803078,0.0829547494649887,0.101018704473972]","[0.150313749909401,0.347811967134476,0.583489418029785,0.75250118970871,0.811005234718323,0.844254314899445,0.8672896027565,0.886358678340912,0.903623640537262,0.919560492038727,0.932036280632019,0.941608726978302,0.955417215824127,0.968022108078003,0.980608224868774,0.988048076629639,0.993154585361481]","[0.00765401544049382,0.0126356361433864,0.0176558811217546,0.0226659364998341,0.0254086293280125,0.0275082550942898,0.0293365940451622,0.0309338439255953,0.0323594659566879,0.0335851199924946,0.0346522070467472,0.0356607586145401,0.0374866873025894,0.039125245064497,0.0406032912433147,0.0432948581874371,0.0532157756388187]"
"office-6-scans-video-576721897501","GTSuite-chris-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00861410889774561,0.0163173507899046,0.0261555295437574,0.0426441431045532,0.0569354072213173,0.0695326551795006,0.0810723900794983,0.0925393328070641,0.10403710603714,0.115546651184559,0.126465827226639,0.136631816625595,0.155967712402344,0.173693120479584,0.189867988228798,0.219168990850449,0.335167199373245]","[0.0350426770746708,0.0615869052708149,0.0936177223920822,0.139950111508369,0.177486196160316,0.209894388914108,0.239219039678574,0.268012166023254,0.296859800815582,0.322586953639984,0.344715505838394,0.363877326250076,0.399086087942123,0.42954882979393,0.45552384853363,0.498125106096268,0.635869204998016]","[0.00491061247885227,0.00940453447401524,0.0152012808248401,0.0251544769853354,0.0339060239493847,0.0416681170463562,0.0488065741956234,0.0559244751930237,0.0630703270435333,0.0703774988651276,0.077437698841095,0.084106408059597,0.0969232469797134,0.108854956924915,0.119927652180195,0.140491843223572,0.227556109428406]"
,"GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=lite_mvsnet-depth-buckets=256",,,,
"office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=lite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00902724824845791,0.0173966698348522,0.0293591171503067,0.0514984801411629,0.0721362009644508,0.0914163738489151,0.108898259699345,0.125730991363525,0.143340364098549,0.161499232053757,0.180372133851051,0.199137970805168,0.22818024456501,0.252560526132584,0.273998320102692,0.311962008476257,0.463437408208847]","[0.0405046306550503,0.0743426755070686,0.114712230861187,0.176661163568497,0.234017267823219,0.276416540145874,0.312729924917221,0.346487104892731,0.381541162729263,0.423819929361343,0.477350771427155,0.528583407402039,0.575845241546631,0.609544157981873,0.638083279132843,0.684991240501404,0.856075704097748]","[0.00507967686280608,0.00985092576593161,0.0168337486684322,0.0301426872611046,0.0426400303840637,0.0547639429569244,0.0659277513623238,0.0767998024821281,0.0882468000054359,0.0997559204697609,0.111193992197514,0.122677735984325,0.142279416322708,0.159278199076653,0.174455478787422,0.20197269320488,0.317716866731644]"
"gg-park-video-583362563275","GTSuite-chris-gg-park-video-583362563275_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0160299222916365,0.0262446887791157,0.0369471348822117,0.0484835170209408,0.0556494630873203,0.0609367862343788,0.0651941224932671,0.0688834860920906,0.0722832158207893,0.0752465724945068,0.0779023319482803,0.0803009197115898,0.0845931842923164,0.0883632600307465,0.0917560085654259,0.0978581160306931,0.119834996759892]","[0.167238220572472,0.349122196435928,0.558605432510376,0.733130812644958,0.790497720241547,0.822575449943542,0.846011221408844,0.866181492805481,0.883492231369019,0.899202704429626,0.912656962871552,0.923284351825714,0.938974022865295,0.951356709003448,0.964175522327423,0.982930481433868,0.991015195846558]","[0.00841841660439968,0.0136348316445947,0.0191053990274668,0.0250707492232323,0.0288398675620556,0.0316403582692146,0.0339033678174019,0.03586795181036,0.0376831367611885,0.0392662137746811,0.0406876690685749,0.0419758446514606,0.0442917384207249,0.0463333837687969,0.0481700599193573,0.0514922812581062,0.0637732744216919]"
"gg-park-video-583366999542","GTSuite-chris-gg-park-video-583366999542_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[4.68784564873204E-4,8.2543637836352E-4,0.00127965363208205,0.00211479770950973,0.00284194317646325,0.00353844580240548,0.00419055670499802,0.00483368895947933,0.00538853323087096,0.00602148892357945,0.00672048889100552,0.00746441958472133,0.00900863204151392,0.0107897445559502,0.0126118827611208,0.0156911797821522,0.0360117927193642]","[0.00743826059624553,0.0126722697168589,0.0192900244146585,0.028580890968442,0.0352608412504196,0.0411918349564075,0.0465210936963558,0.0517213977873325,0.0571641735732555,0.062615655362606,0.0681188851594925,0.0733737722039223,0.0838045999407768,0.0942302122712135,0.104242853820324,0.124464951455593,0.282908320426941]","[2.42018708377145E-4,4.26612386945635E-4,6.61777157802135E-4,0.0010980220977217,0.00148063956294209,0.00184862280730158,0.00219409912824631,0.00253531499765813,0.00282753421925008,0.00316282245330513,0.00353460316546261,0.00393222505226731,0.00476016430184245,0.00572249665856361,0.0067119668237865,0.00837340299040079,0.0192297901958227]"
"office-6-scans-video-576721897501","GTSuite-chris-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=ultralite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0146727161481977,0.0285541266202927,0.0463449545204639,0.0807650238275528,0.108943849802017,0.131363809108734,0.151757225394249,0.172356560826302,0.190384089946747,0.206244021654129,0.221373647451401,0.235053345561028,0.259827762842178,0.28295111656189,0.303591728210449,0.340242981910706,0.469011306762695]","[0.0542944930493832,0.095050647854805,0.140374481678009,0.256104290485382,0.326581001281738,0.37495282292366,0.415354758501053,0.456267654895782,0.495423287153244,0.525956928730011,0.55633419752121,0.581944108009338,0.617320418357849,0.643485963344574,0.667426526546478,0.712858140468597,0.864601314067841]","[0.00848253164440393,0.0168005917221308,0.0277540013194084,0.0479420050978661,0.065376341342926,0.0796312093734741,0.0928387492895126,0.106245584785938,0.117832779884338,0.128271654248238,0.138178437948227,0.147268280386925,0.16454128921032,0.181345909833908,0.196482852101326,0.223446294665337,0.32178270816803]"
